SubID,Timepoint,ID,ProlificID,Age,Gender,SEL,Country,State,Emp,Edu,SRA1,SRA2,SRA3,SRA4,SRA5,SRA6,SRA7,SRA8,SRA9,SRA10,SRA11,SRA12,SRA13,SRA14,SRA15,SRA16,SRA17,SRA18,SRA19,SRA20,VAR029,PSI1,PSI2,PSI3,PSI4,relative,friend,acquaint,stranger,ingroup,outgroup,VAR033,ownn,othern,political,identify,help,VAR039,PS1,PS2,PS3,PS4,PS5,PS6,PS7,PS8,PS9,PS10,VAR050,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,D13,D14,D15,D16,D17,D18,D19,D20,D21,VAR072,RP1,RP2,RP3,RP4,RP5,RP6,RP7,RP8,RP9,RP10,VAR083,socialm,personalcom,mainnews,indnews,personalexp,VAR089,alc1,alc2,alc3,control,VAR094
230,2,80,5e0d155653b56e4b2bdea593,26,1,2,2,FL,1,2,1,3,1,3,3,3,1,2,3,3,3,3,2,3,1,4,1,3,2,4,,3,5,6,5,NA,NA,NA,NA,NA,NA,,2,2,4,3,3,,2,1,2,4,3,0,3,3,2,2,,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,7,1,1,2,1,7,6,1,4,,5,3,4,3,2,,4,3,2,4,
234,2,84,5bf350a017a7de0001cf746a,29,1,3,2,FL,1,2,1,3,3,3,3,3,3,1,3,4,3,3,1,1,1,3,1,3,3,3,,7,7,6,7,NA,NA,NA,NA,NA,NA,,4,4,2,1,3,,1,0,1,4,2,0,4,4,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,3,2,4,2,2,2,2,4,5,,4,3,3,2,1,,3,2,1,4,
245,2,95,5de5b108d124b2549cda63c7,23,3,3,2,FL,2,2,1,4,3,3,3,3,3,1,3,3,3,2,3,2,3,4,3,1,3,3,,7,7,5,7,NA,NA,NA,NA,NA,NA,,2,3,1,3,3,,2,2,3,1,2,3,1,1,3,3,,1,1,1,0,1,1,0,1,2,1,1,1,1,1,1,1,0,1,1,1,1,,5,6,3,5,6,4,4,4,1,4,,5,4,3,3,2,,2,3,2,4,
247,2,97,5d461ca8597d3a001694dd9f,36,1,2,2,FL,2,1,1,2,1,3,1,1,2,1,1,1,3,1,1,1,1,1,2,1,1,2,,6,3,6,4,NA,NA,NA,NA,NA,NA,,4,3,3,2,2,,3,3,3,1,2,2,1,1,3,4,,1,1,1,0,1,2,0,2,0,2,2,1,1,2,1,1,3,1,0,0,2,,3,4,1,3,3,3,4,4,7,6,,3,3,1,2,1,,2,2,1,4,
264,2,115,5e7913d548988f0c5bd98567,18,1,3,2,FL,1,1,3,3,3,4,3,4,4,3,4,3,3,2,3,1,3,3,3,4,2,3,,7,4,5,6,NA,NA,NA,NA,NA,NA,,5,2,3,2,2,,2,3,4,3,2,1,3,3,2,1,,1,0,0,0,0,2,0,2,1,2,1,1,0,1,2,1,1,0,2,0,0,,4,3,6,6,5,3,4,5,6,7,,5,5,5,5,3,,1,1,1,4,
282,2,134,5c75419284e176001254c7a5,39,1,2,2,FL,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,,5,5,5,5,NA,NA,NA,NA,NA,NA,,4,4,4,2,3,,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,2,2,2,2,2,,5,5,5,5,6,5,5,5,5,5,,3,3,3,3,3,,1,1,1,4,
291,2,144,5e3adfc595ff562fbdd130fa,33,1,2,2,FL,1,1,1,3,3,4,4,4,2,1,3,4,5,1,4,2,1,2,1,3,4,3,,7,7,6,7,NA,NA,NA,NA,NA,NA,,3,4,2,3,3,,2,3,4,1,1,2,1,1,2,4,,1,1,2,0,3,1,0,1,0,3,2,3,2,0,1,3,2,1,0,1,1,,3,4,5,6,4,3,3,2,6,6,,3,3,4,3,3,,2,2,1,4,
305,3,5,5e696e7e34a40622494b11d1,29,2,3,2,FL,1,2,1,3,3,4,3,4,3,1,3,4,4,1,2,2,3,3,3,3,3,4,,6,4,6,5,2,3,1,2,2,1,,4,4,3,3,3,,2,2,2,3,2,1,3,3,2,2,,1,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,,4,2,3,6,2,2,4,3,7,4,,2,4,4,4,2,,4,3,2,4,
320,3,21,5deaf884389fde2232984128,18,1,3,2,FL,1,1,1,3,2,3,1,3,2,1,3,3,3,1,3,2,1,3,1,2,3,2,,7,7,7,7,3,2,2,1,2,2,,4,4,2,2,3,,2,3,2,3,3,1,2,3,2,2,,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,,3,4,4,4,4,4,5,6,1,3,,4,3,4,3,1,,1,1,1,4,
329,3,30,5c8e31fada2d460001ddf0db,30,2,2,2,FL,1,1,1,2,2,3,3,3,1,1,2,3,3,1,3,1,1,2,3,1,1,1,,7,5,7,6,1,1,1,1,1,1,,2,4,2,3,3,,2,3,3,1,2,2,3,2,2,3,,1,1,0,0,2,0,0,1,0,2,1,1,1,0,0,1,1,0,0,0,1,,3,5,4,6,3,3,4,4,7,6,,2,4,1,3,1,,2,2,1,4,
330,3,31,5dd3eff98ed6bf3d38d066bb,37,2,3,2,FL,2,3,1,3,3,3,3,3,3,3,2,3,3,1,3,3,3,3,3,1,3,3,no,5,6,6,3,2,2,1,1,2,1,,3,4,1,3,3,,3,3,4,2,1,3,2,2,3,3,,3,0,1,0,1,2,0,1,2,2,2,3,2,1,2,2,1,2,2,1,0,,6,5,7,7,7,5,7,7,7,7,,5,5,3,4,3,,5,4,5,4,
343,3,44,5c7de7a44a0a4b001686fd98,19,1,2,2,FL,1,1,1,3,1,3,1,3,2,3,1,3,3,1,1,1,1,3,1,1,1,3,,6,3,4,3,3,2,1,1,1,1,,3,4,1,3,1,,3,4,4,1,1,4,2,1,3,4,,3,1,3,0,3,1,0,3,1,3,3,3,3,1,3,3,3,1,1,1,3,,6,6,6,6,7,6,5,5,6,6,,4,2,4,4,1,,2,2,1,4,
381,3,82,5c49c50260ba680001a61210,22,2,2,2,FL,2,1,1,3,3,3,1,3,2,2,1,3,4,1,3,1,1,1,1,1,1,2,,7,2,6,3,3,2,1,1,1,1,,2,3,2,3,3,,1,3,2,2,1,1,2,2,1,0,,0,2,1,0,2,0,0,0,1,1,0,1,2,0,0,1,2,0,1,0,0,,2,2,1,5,3,4,5,5,4,6,,4,3,4,1,1,,1,1,1,4,
486,4,37,5e63ca8bae6d1d152afed2b4,58,1,3,2,FL,1,2,1,5,4,4,3,4,4,3,3,4,3,1,3,1,3,3,3,3,3,3,,7,7,7,7,1,3,2,2,3,2,,5,5,1,1,3,,3,3,3,2,2,1,3,1,2,1,,2,2,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,2,0,0,0,,6,6,6,5,5,3,4,4,2,4,,3,3,5,2,1,,2,2,2,4,
488,4,39,578e3ee68eccbc0001f37d9d,34,2,3,2,FL,1,2,1,4,3,4,4,4,5,1,3,3,3,1,3,3,1,4,3,3,4,3,,7,5,7,7,1,2,2,2,2,2,,1,3,1,3,3,,2,1,2,3,2,0,3,3,1,0,,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,,2,5,4,5,4,4,6,5,5,5,,1,3,5,1,1,,4,2,2,4,
492,4,43,5b71c56d457b53000118dec7,21,2,1,2,FL,2,1,1,2,1,3,1,1,1,1,2,3,3,1,1,1,1,1,1,1,1,1,,6,3,4,5,2,1,1,1,1,1,,2,4,2,1,3,,4,3,4,1,2,1,1,2,3,1,,1,2,1,1,2,3,0,2,2,1,3,3,1,1,1,2,3,2,2,2,2,,6,6,1,7,6,7,7,7,6,6,,4,2,4,3,3,,1,1,1,4,
498,4,49,5c9bdcd2f047a50001b1362b,25,2,3,2,FL,1,2,1,4,3,3,3,5,5,1,5,5,5,4,4,4,4,4,3,5,4,3,,7,7,7,7,4,3,2,2,2,2,,2,2,2,1,1,,2,2,2,2,2,1,3,3,2,2,,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,,5,2,3,6,5,6,5,5,7,4,,5,5,5,5,4,,2,1,1,4,
508,4,59,5c78639fa7e5ae001565b255,68,1,3,2,FL,2,2,3,3,3,4,3,3,3,2,3,4,3,1,1,1,3,3,1,3,3,2,,7,5,7,6,1,1,1,1,1,1,,2,3,1,3,1,,2,2,3,1,1,2,1,1,3,2,,2,0,1,1,3,2,0,2,0,1,2,2,1,1,0,1,1,1,0,0,1,,5,7,5,6,6,5,6,5,3,5,,5,3,4,3,1,,4,5,4,4,
516,4,67,5e27c9272418b39e59f9e6db,22,2,2,2,FL,3,3,3,4,3,4,4,4,4,1,4,4,4,3,4,3,3,5,1,3,3,4,,7,5,6,6,2,3,3,2,3,3,,2,3,3,3,3,,3,4,3,3,2,4,1,2,3,3,,2,0,0,1,2,0,1,1,1,2,0,0,0,1,1,1,0,0,1,0,0,,1,6,5,5,1,4,7,7,5,4,,3,5,2,3,1,,2,2,1,4,
526,4,77,5e69436fee08a807e1de41d5,28,1,3,2,FL,1,2,1,3,3,3,1,4,3,1,4,5,4,1,1,3,4,5,4,3,3,4,,5,6,4,4,2,2,1,1,1,1,,3,3,3,3,3,,3,2,3,3,2,2,2,2,1,4,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,3,4,5,5,6,6,5,2,4,,3,4,1,1,4,,1,1,1,4,
529,4,80,5afa9aef33b0ee00011eff91,26,1,3,2,FL,1,2,1,4,3,4,3,3,3,3,3,4,1,1,1,3,1,4,3,3,1,2,,5,4,4,5,4,2,2,2,2,2,,3,2,2,1,1,,2,2,3,2,1,1,2,1,3,2,,2,0,1,0,2,1,0,2,2,1,2,2,2,2,1,1,2,2,1,2,1,,7,5,7,5,7,7,7,7,7,5,,5,3,3,2,1,,3,4,3,4,
549,4,100,5c54ee47d3cc6b0001d9842b,18,2,4,2,FL,2,1,1,1,1,3,1,3,3,1,3,3,3,1,2,2,1,4,5,1,3,1,,5,5,6,7,2,2,1,1,1,1,,4,1,4,2,2,,2,2,1,3,2,1,3,3,2,1,,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,,3,2,1,6,4,3,3,3,5,2,,1,3,4,2,1,,1,1,1,4,
563,4,115,5b2f0cb0530770000105950d,30,1,3,2,FL,1,2,1,3,1,3,3,3,3,2,1,3,4,1,1,1,1,1,1,1,1,3,,7,7,7,5,2,3,1,1,1,1,,3,4,2,3,3,,2,3,4,2,2,2,2,2,3,2,,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,,3,2,1,5,5,7,7,7,7,2,,1,4,5,1,1,,3,3,1,4,
577,4,129,5aeb013b23443b000134b490,41,1,3,2,FL,1,2,2,3,3,4,4,3,3,1,2,4,3,1,1,4,3,4,4,1,3,3,,3,7,4,7,3,2,1,1,2,1,,1,2,2,1,3,,3,3,4,1,1,3,3,0,4,3,,3,3,3,0,2,2,0,3,0,3,3,2,3,3,1,3,3,3,1,3,1,,2,6,5,7,3,4,4,6,7,6,,2,3,5,5,2,,4,2,1,4,
580,4,132,5d0c10124b68150015fd5bca,25,1,2,2,FL,3,1,1,2,1,1,2,3,1,1,1,3,2,1,1,2,1,3,2,1,1,2,,5,5,7,3,3,1,1,2,1,1,,2,2,3,3,2,,2,2,2,3,2,1,2,2,2,1,,1,1,2,0,2,1,1,1,0,2,2,2,1,1,0,2,0,0,0,1,0,,3,3,4,6,4,5,5,5,2,5,,1,4,5,2,1,,5,3,1,4,
538,4,89,5e556536e1cbcd56c3a50342,39,2,2,2,FL,2,2,1,3,1,3,3,4,2,1,3,4,4,1,4,2,2,3,3,3,4,2,Nope ,5,5,7,7,3,3,2,2,2,2,Nope,4,4,4,2,3,Nope,3,4,3,3,3,3,3,2,3,2,Nope,1,1,1,0,1,2,1,3,3,2,2,2,3,3,2,2,1,2,2,1,0,Nope,4,5,6,7,5,6,5,7,6,6,Nope ,3,3,4,1,1,Nope ,4,2,1,4,
68,1,176,5df3b862ae7b3028f26b2509,52,1,2,2,GA,2,1,3,3,4,4,4,5,4,2,3,5,4,3,3,2,3,3,1,1,3,3,,6,5,7,6,NA,NA,NA,NA,NA,NA,,5,3,4,3,3,,2,1,3,2,2,3,1,1,2,3,,0,3,2,2,2,1,2,1,0,2,2,2,2,1,2,2,1,2,2,1,1,,4,6,5,5,6,3,5,3,4,6,,2,3,4,4,1,,2,2,1,4,
83,1,192,5e39ff84f4406621c96f3316,21,1,3,2,GA,3,2,2,3,1,4,3,2,3,2,1,3,2,1,1,3,1,3,3,1,2,3,,6,5,5,7,NA,NA,NA,NA,NA,NA,,2,4,1,1,3,,2,3,3,4,2,1,2,3,4,2,,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,,2,3,2,6,4,3,5,5,3,5,,2,4,3,2,2,,3,3,2,4,
94,1,204,5e717b4d4056600a6c64e0e6,23,2,2,2,GA,1,1,3,4,4,4,4,5,5,4,4,5,5,3,4,4,5,5,4,4,4,4,,7,7,6,7,NA,NA,NA,NA,NA,NA,,4,3,2,1,3,,2,3,4,3,2,1,1,3,2,3,,2,2,1,2,2,1,1,3,2,1,1,3,2,0,2,1,3,1,2,1,1,,3,3,7,6,5,4,4,5,2,6,,2,3,4,2,1,,4,2,2,4,
96,1,206,5c2c4c8889f0350001759cf7,26,2,4,2,GA,1,2,1,3,1,5,5,5,4,2,5,5,5,1,1,1,3,4,2,1,1,1,,7,7,7,7,NA,NA,NA,NA,NA,NA,,4,3,5,1,1,,3,3,4,1,2,3,1,1,3,3,,3,0,1,0,2,2,0,2,2,3,3,3,3,1,3,2,2,2,0,0,1,,5,3,3,5,5,5,5,5,6,5,,5,5,5,5,1,,3,3,2,4,
97,1,207,decoy-niece-musky-frame-decal,74,2,2,2,GA,2,2,1,3,1,3,2,4,3,1,1,3,4,1,3,1,1,1,1,1,1,1,,7,6,7,5,NA,NA,NA,NA,NA,NA,,5,3,5,2,1,,3,4,4,2,2,3,2,1,2,4,,2,0,1,1,2,1,0,1,0,1,1,2,2,1,2,2,0,1,1,1,0,,4,7,2,5,5,4,5,6,5,5,,3,3,3,2,1,,3,2,1,4,
135,1,246,5e6855fa0d86991013cbcb04,19,2,4,2,GA,3,1,1,3,3,3,2,4,1,5,4,4,4,1,2,3,1,5,1,1,3,1,,6,6,6,6,NA,NA,NA,NA,NA,NA,,3,3,2,1,3,,1,1,2,3,3,1,3,3,2,1,,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,2,2,6,6,2,4,5,7,4,4,,5,5,5,2,1,,3,2,1,4,
140,1,251,5beb92fbe0a3940001543d8c,57,2,3,2,GA,2,2,1,3,3,5,4,5,3,1,3,5,4,2,3,2,4,3,3,2,3,2,,4,5,5,6,NA,NA,NA,NA,NA,NA,,3,3,2,1,1,,2,3,2,3,2,1,2,2,3,0,,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,,5,6,5,7,5,6,6,7,5,7,,3,3,5,3,2,,3,2,1,4,
157,2,7,5c5aebc28348b50001fcb0c6,27,1,2,2,GA,1,2,1,3,4,4,3,4,3,2,3,5,3,2,3,2,1,3,3,3,3,4,,7,5,6,7,NA,NA,NA,NA,NA,NA,,2,4,2,1,1,,2,2,3,2,3,2,2,1,3,2,,2,1,1,0,1,1,0,2,2,3,1,2,2,1,1,2,1,2,0,1,1,,5,4,6,6,6,5,6,5,7,6,,5,4,1,1,3,,3,2,1,4,
225,2,75,5c7a520230d94300179f76bd,28,1,1,2,GA,1,2,2,2,2,3,2,3,3,1,3,3,3,1,3,3,1,3,1,1,1,2,,4,4,4,4,NA,NA,NA,NA,NA,NA,,2,3,1,3,3,,2,2,2,2,2,2,2,2,2,2,,1,1,1,0,2,1,0,1,0,1,1,1,2,1,0,1,2,2,0,0,1,,4,5,6,6,5,2,4,4,3,3,,5,2,2,2,1,,1,1,1,4,
260,2,111,5e6ef277e02fac4be3672beb,27,1,3,2,GA,3,2,1,4,1,2,1,5,2,4,2,4,3,1,1,1,1,3,1,1,3,1,The first question about snow does not apply to me. I have always lived in a warm climate.,6,4,6,3,NA,NA,NA,NA,NA,NA,,4,4,3,1,1,,1,2,2,4,3,1,3,3,1,1,,2,0,0,0,2,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,,2,1,1,4,5,4,4,4,1,4,,4,4,4,2,1,,2,2,1,4,
274,2,126,5bdd006c712eb800010d0670,19,1,4,2,GA,3,1,1,3,3,3,3,3,3,1,1,4,1,1,2,1,1,4,2,1,3,1,,6,5,4,5,NA,NA,NA,NA,NA,NA,,5,4,2,1,3,,1,2,1,3,2,1,3,3,1,1,,1,0,0,0,2,0,0,0,0,2,0,0,1,0,0,1,1,0,0,0,1,,2,3,4,5,2,3,3,4,5,5,,5,3,3,2,1,,1,1,1,4,
307,3,7,5d2c113f992a010001800bc3,41,2,1,2,GA,2,1,1,3,1,2,3,3,2,1,1,4,3,3,3,3,1,3,2,1,1,2,,4,6,5,6,2,3,2,2,2,2,,3,3,2,3,1,,2,3,4,1,0,2,1,2,1,3,,2,2,1,0,1,0,1,1,0,1,2,2,3,0,1,2,1,1,0,0,1,,4,2,4,4,5,5,6,7,4,4,,4,5,2,1,2,,1,1,1,4,
339,3,40,5c02c3b20eb9aa00010dc4cc,19,1,3,2,GA,3,1,1,3,1,1,1,3,3,1,3,3,2,1,2,3,2,3,1,1,3,3,,7,6,4,7,2,3,1,1,3,1,,3,2,3,1,1,,3,4,2,3,2,2,1,2,4,2,,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,,3,4,2,4,4,5,6,6,5,6,,4,4,3,1,1,,5,2,4,4,
392,3,93,5e29173493372d0e01d2539e,19,2,3,2,GA,3,1,1,3,3,3,3,4,4,1,1,3,3,1,3,1,1,4,1,1,1,3,,6,5,3,6,3,2,1,1,2,1,,3,2,2,1,1,,3,4,4,1,1,4,1,0,3,4,,1,0,0,0,2,1,0,0,0,3,2,0,1,0,0,1,0,2,0,0,0,,4,3,2,5,5,6,6,6,6,5,,5,3,2,1,1,,2,5,2,4,
418,3,119,5d9a1d25ada432001272773e,34,2,3,2,GA,1,1,1,4,2,4,5,4,3,3,3,3,3,2,2,3,4,4,1,1,1,3,,6,7,7,7,1,2,1,1,1,1,,4,3,3,3,3,,0,0,0,3,3,0,3,3,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1,2,3,1,4,4,5,3,6,,4,3,5,1,1,,2,3,1,4,
449,3,150,5ceec3d68cb963001b999206,46,2,2,2,GA,1,3,2,5,4,4,4,5,4,2,3,4,3,3,3,3,3,5,3,4,3,3,,7,5,7,7,4,4,4,3,3,3,,5,5,3,3,3,,2,4,3,2,2,2,3,1,3,3,,3,0,0,0,2,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,,4,4,7,6,3,3,6,6,6,6,,4,4,5,1,3,,1,1,1,4,
463,4,14,5e6ac0bd7baec9087091db7e,20,2,2,2,GA,3,1,1,4,1,4,4,3,2,1,3,4,3,1,2,2,1,3,1,2,1,3,no,6,5,6,6,3,2,2,1,2,1,no,3,3,3,3,3,no,1,1,2,2,2,3,3,2,0,1,,0,1,0,0,1,2,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,,1,3,3,4,1,1,5,7,4,5,,4,4,4,2,1,,2,2,1,2,
532,4,83,5a09ca23ab721b0001ef7b85,22,3,4,2,GA,2,2,1,3,1,3,4,3,2,3,3,4,3,1,2,1,1,3,1,1,3,2,,6,6,5,7,1,2,2,2,2,2,,1,1,1,3,3,"Question 29 was hard because I do not feel like I have the power to help people all over the world, it's hard to imagine that even theoretically. I think focusing my efforts on my community would be more effective overall. But that doesn't mean I don't value people outside of my community.",4,4,4,1,0,4,1,1,4,3,,2,0,1,1,2,1,0,0,1,2,2,3,3,1,2,2,3,1,1,1,1,,5,2,1,6,6,5,5,5,6,7,,2,3,3,3,1,,3,2,1,4,
539,4,90,5d49d8dda7b08f000137f48f,19,1,4,2,GA,3,2,2,2,1,1,3,3,1,1,4,1,1,1,1,1,1,1,1,1,1,1,,5,6,5,7,1,1,1,1,1,1,,4,3,3,2,2,,3,3,2,2,2,0,1,3,3,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,1,3,1,3,1,1,3,3,3,3,,3,2,1,1,1,,1,1,1,4,
548,4,99,5e500182080ac1000b1c7315,33,2,2,2,GA,1,1,2,4,3,5,4,5,5,5,3,4,4,1,3,2,5,3,3,3,3,1,,7,5,7,4,3,3,2,3,2,1,,4,4,3,3,3,,3,2,4,3,2,2,3,2,2,3,,2,0,1,1,3,2,1,2,1,2,1,3,1,1,3,2,1,2,2,3,1,,5,7,4,6,7,7,7,7,5,6,,3,4,5,3,1,,1,1,1,4,
560,4,112,5e3c66d4fb2e5a04c81a0ef1,42,2,2,2,GA,2,1,3,4,4,4,4,5,3,1,5,5,4,1,3,3,3,5,5,3,5,4,,7,7,7,6,2,3,2,2,1,2,,4,4,4,3,1,,1,3,3,1,0,3,2,0,2,4,,1,1,3,1,2,0,1,2,0,3,2,2,3,1,2,3,3,3,3,1,2,,4,3,4,6,4,4,4,4,6,4,,4,3,2,3,1,,1,1,1,4,
293,2,146,5dd30be7f85b50324f48e95c,22,1,2,2,GA,2,1,1,2,4,3,5,1,1,2,1,3,3,1,1,1,2,1,3,2,3,1,,7,7,4,3,NA,NA,NA,NA,NA,NA,,2,3,3,3,3,,1,1,2,2,2,0,0,0,1,0,,0,1,1,0,0,2,1,0,0,3,0,0,1,0,0,0,1,1,1,0,0,,1,1,1,1,1,1,1,1,1,1,,1,1,1,2,1,,1,2,3,4,
367,3,68,5d013b6597491100014a4fca,19,1,1,2,GA,2,1,1,2,1,2,3,3,1,1,3,5,5,1,1,1,1,1,1,1,3,1,,5,6,7,7,2,1,1,1,1,1,,5,3,2,1,2,,2,4,4,1,1,2,2,1,2,2,,2,1,1,0,3,2,1,3,1,3,3,3,2,1,1,1,3,1,0,0,3,,2,3,1,4,5,2,5,6,3,6,,5,4,3,1,1,,1,1,1,4,
575,4,127,5e04f4bbafb8b0f605589b35,41,2,2,2,GA,2,2,2,4,3,3,3,5,3,3,3,3,3,1,2,3,3,3,3,2,2,3,,7,3,7,6,2,3,2,2,3,2,,5,4,2,1,1,,3,4,4,2,1,1,1,2,4,3,,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,,5,5,6,7,5,5,5,5,7,7,,5,3,5,3,1,,2,2,1,4,
91,1,201,5d4624b686382b000157afbd,40,1,4,2,HI,1,1,3,4,3,4,4,3,3,1,3,3,4,1,1,3,1,3,1,3,4,3,,6,5,7,7,NA,NA,NA,NA,NA,NA,,3,4,1,3,3,,2,2,4,3,2,2,2,3,2,2,,2,0,1,0,1,1,0,1,0,0,1,2,2,1,0,1,0,2,0,0,0,,2,6,2,4,7,3,3,6,1,5,,4,4,3,2,1,,3,2,2,4,
423,3,124,5c145ab0ea3b6c0001f764ae,17,2,4,2,HI,3,1,1,3,1,1,1,3,3,1,1,3,3,1,1,2,1,4,3,1,1,1,,5,6,4,5,4,3,2,2,2,1,,4,4,3,3,3,,2,1,2,3,3,1,3,3,3,1,,1,0,1,1,1,2,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,,2,2,1,5,2,1,2,6,2,4,,4,4,3,3,1,,1,1,1,4,
149,1,262,5b4547e263dbac000156260a,37,2,3,2,IA,1,3,1,3,1,3,2,3,3,3,3,4,4,1,2,2,2,3,3,3,3,2,,6,4,7,5,NA,NA,NA,NA,NA,NA,,3,4,2,1,3,,2,3,3,2,2,1,3,3,1,1,,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,,4,5,2,6,5,5,4,5,3,5,,4,3,5,5,1,,5,2,1,4,
154,2,4,5d5327f174ce8b0019dac0b8,19,2,4,2,IA,3,1,5,3,3,3,3,3,4,1,2,4,1,1,1,2,1,5,3,1,2,2,,7,5,6,7,NA,NA,NA,NA,NA,NA,,4,4,3,1,3,,2,3,2,3,1,2,4,2,1,2,,1,0,0,1,0,1,0,1,0,0,0,2,0,0,0,1,0,1,0,0,0,,5,2,1,6,7,7,7,7,5,6,,3,4,5,3,1,,3,4,3,4,
327,3,28,1E5ECCF2,45,1,4,1,IA,1,1,3,3,1,4,3,5,3,3,3,3,3,2,2,1,1,3,3,1,3,3,,7,1,7,2,1,1,1,1,1,1,,3,1,2,1,1,,4,4,4,3,2,3,3,2,3,2,,2,0,0,1,2,0,0,1,0,1,1,0,2,0,1,0,0,0,0,1,0,,5,2,3,6,6,6,6,6,7,3,,3,3,5,3,1,,5,3,2,4,
26,1,97,5c38def3f451bf0001d9c01e,43,1,3,2,ID,1,1,3,3,3,4,3,4,2,4,2,4,4,1,3,3,2,3,3,2,2,3,,6,5,5,4,NA,NA,NA,NA,NA,NA,,2,4,2,1,3,,3,3,3,2,2,2,2,2,3,2,,1,1,2,0,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,,5,5,6,6,6,6,6,6,6,7,,3,3,4,3,2,,2,2,1,4,
115,1,226,5e1ccb298f3c65054bd232c1,32,2,3,2,ID,1,2,2,3,3,3,3,4,2,2,3,4,3,1,3,2,1,3,4,1,2,4,"There's little to no public transport here, so I've almost never ridden them. Certainly never one so crowded that offering a seat was necessary.",7,5,6,5,NA,NA,NA,NA,NA,NA,,1,3,3,3,3,,4,1,4,2,2,2,2,1,3,2,,1,2,1,0,1,1,1,1,0,1,3,1,0,2,0,1,1,2,2,1,1,,4,2,2,6,4,4,4,4,5,4,"With my work load and expectations, it has been difficult to worry about the virus beyond how much more difficult it is making my already difficult job.",3,4,4,3,1,,4,3,2,4,
24,1,91,5e56d665d5130b08d74f5a2a,39,2,2,2,IL,2,2,1,4,3,4,2,5,2,1,4,5,4,1,4,1,1,3,3,5,3,1,,7,6,7,7,NA,NA,NA,NA,NA,NA,,3,1,5,3,1,,3,3,3,2,2,2,1,2,3,2,,1,0,1,0,2,2,0,1,1,1,2,2,1,1,0,1,1,3,0,0,0,,7,6,6,6,7,7,7,7,6,6,,4,4,5,3,4,,3,2,1,4,
40,1,127,5c2f9cddc5459b0001bae5b3,23,2,3,2,IL,1,2,2,3,1,3,3,3,3,3,2,3,2,2,1,1,1,2,2,1,2,3,,5,6,6,6,NA,NA,NA,NA,NA,NA,,4,3,3,3,3,,2,1,3,2,3,2,2,2,3,2,,2,1,1,1,1,0,0,2,2,0,1,2,1,1,0,0,0,1,1,1,0,,6,3,5,7,6,5,5,6,7,7,,5,5,5,1,1,,2,2,1,4,
59,1,166,5c43bc1c5a21d800018b1006,29,1,4,2,IL,1,3,1,3,3,3,3,3,2,1,3,3,3,1,1,1,1,4,1,1,1,1,,7,6,6,7,NA,NA,NA,NA,NA,NA,,4,4,1,3,3,,2,3,3,2,2,2,2,2,2,2,,1,0,1,0,2,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,,3,4,5,5,4,3,3,3,5,5,,5,4,4,1,1,,4,2,3,4,
93,1,203,5dec221eb3adb23126870a25,32,2,2,2,IL,1,2,1,4,1,3,1,4,3,1,1,4,3,1,3,1,2,3,1,1,1,2,,7,5,6,6,NA,NA,NA,NA,NA,NA,,3,3,1,3,1,,2,2,3,3,2,2,2,3,2,2,,1,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,,3,5,7,5,3,3,5,5,7,6,,4,2,3,3,3,,4,2,2,4,
